actor_id,type,name,is_part_of,datasource_id
JP AKJ,city,Asahikawa,JP-01,UNLOCODE:2022-1
FR MQO,city,Maurecourt,FR-78,UNLOCODE:2022-1
PF ZTA,city,Tureia,PF,UNLOCODE:2022-1
MX AHO,city,Arteaga,MX-COA,UNLOCODE:2022-1
SE ULD,city,Ullared,SE-N,UNLOCODE:2022-1
DE 58Z,city,Tensfeld,DE-SH,UNLOCODE:2022-1
DE B98,city,Brandmoor,DE-SH,UNLOCODE:2022-1
IT PPC,city,Paciano,IT-PG,UNLOCODE:2022-1
FR NNK,city,Lespignan,FR-34,UNLOCODE:2022-1
ZM QKE,city,Kabwe,ZM,UNLOCODE:2022-1
US CDZ,city,Caledonia,US-MI,UNLOCODE:2022-1
US VYZ,city,Cartersville,US-SC,UNLOCODE:2022-1
US FFD,city,Frankford,US-PA,UNLOCODE:2022-1
PR MRV,city,Morovis,PR,UNLOCODE:2022-1
FR 24D,city,Chalagnac,FR-24,UNLOCODE:2022-1
BR KMB,city,Corumbiara,BR-RO,UNLOCODE:2022-1
SE MRK,city,Markaryd,SE-G,UNLOCODE:2022-1
NL OTK,city,Oosterstreek,NL-FR,UNLOCODE:2022-1
FR SR3,city,Saint-Sauveur,FR-24,UNLOCODE:2022-1
US 5EI,city,Clemons,US-IA,UNLOCODE:2022-1
DE BAS,city,Basbeck,DE-NI,UNLOCODE:2022-1
CZ ODE,city,Odolenovice,CZ,UNLOCODE:2022-1
CA KEY,city,Kearney,CA-ON,UNLOCODE:2022-1
ES PDS,city,Puerto de Sagunto,ES-V,UNLOCODE:2022-1
MA JFL,city,Jorf Lasfar,MA,UNLOCODE:2022-1
AU RBS,city,Orbost,AU-VIC,UNLOCODE:2022-1
AT EUH,city,Eurenhausen,AT,UNLOCODE:2022-1
ID RTI,city,Roti,ID,UNLOCODE:2022-1
FR GYJ,city,Reugny,FR-37,UNLOCODE:2022-1
FR AZL,city,Andrezel,FR-77,UNLOCODE:2022-1
ES CLF,city,Caudete de las Fuentes,ES,UNLOCODE:2022-1
ES EPA,city,Estepa,ES,UNLOCODE:2022-1
US FZK,city,Fitzpatrick,US-AL,UNLOCODE:2022-1
DE VTL,city,Vettelschoss,DE-RP,UNLOCODE:2022-1
DE BGD,city,Bergedorf,DE-NI,UNLOCODE:2022-1
US PPA,city,Pampa,US-TX,UNLOCODE:2022-1
AU RDH,city,Redhead,AU-NSW,UNLOCODE:2022-1
PL TCO,city,Tuchow,PL,UNLOCODE:2022-1
DE KUD,city,Küllstedt,DE-TH,UNLOCODE:2022-1
US HWU,city,Helenwood,US-TN,UNLOCODE:2022-1
BR JWP,city,São João do Pacuí,BR-MG,UNLOCODE:2022-1
FR GMX,city,Gemeaux,FR-21,UNLOCODE:2022-1
GB WPL,city,Whimple,GB,UNLOCODE:2022-1
AT NDF,city,Niederndorf,AT-3,UNLOCODE:2022-1
US S67,city,Saint Paul Park,US-MN,UNLOCODE:2022-1
US XLV,city,Suffield,US-CT,UNLOCODE:2022-1
BG GRU,city,Gruevo,BG-09,UNLOCODE:2022-1
BR EMA,city,Esmeraldas,BR-MG,UNLOCODE:2022-1
DE PPP,city,Pappenheim,DE-BY,UNLOCODE:2022-1
DE ESS,city,Essen,DE-NW,UNLOCODE:2022-1
DE R2F,city,Rastorf,DE-SH,UNLOCODE:2022-1
YT KNG,city,Koungou,YT,UNLOCODE:2022-1
IL TAR,city,Ma'alot-Tarshiha,IL,UNLOCODE:2022-1
US 9GV,city,Greenville,US-IN,UNLOCODE:2022-1
US WGM,city,West Groton,US-MA,UNLOCODE:2022-1
CH KHH,city,Küsnacht,CH-ZH,UNLOCODE:2022-1
NO SAF,city,Sandeid,NO-11,UNLOCODE:2022-1
BG VRN,city,Drenov,BG-11,UNLOCODE:2022-1
AU APT,city,Alphington,AU-VIC,UNLOCODE:2022-1
BR JSR,city,Jussara,BR-BA,UNLOCODE:2022-1
BR PRU,city,Paracuru,BR-CE,UNLOCODE:2022-1
US WL5,city,Welsh,US-LA,UNLOCODE:2022-1
US 2DK,city,Diamond Lake,US-IL,UNLOCODE:2022-1
ES PER,city,Peralada,ES-GI,UNLOCODE:2022-1
JP NKY,city,Nakayama,JP-32,UNLOCODE:2022-1
FR PN9,city,Peisey-Nancroix,FR-73,UNLOCODE:2022-1
DE AUG,city,Augustfehn,DE-NI,UNLOCODE:2022-1
PH SIY,city,Siay/Zamboanga,PH,UNLOCODE:2022-1
CA WWT,city,Wentworth,CA-NS,UNLOCODE:2022-1
MX ATT,city,Atotonilco,MX-DUR,UNLOCODE:2022-1
FR P2V,city,Plounévézel,FR-29,UNLOCODE:2022-1
CZ LZH,city,Lanzhot,CZ,UNLOCODE:2022-1
BR MUN,city,Muaná,BR-PA,UNLOCODE:2022-1
ES CBZ,city,Cabezuela,ES,UNLOCODE:2022-1
DE BFV,city,Oberferrieden,DE-BY,UNLOCODE:2022-1
US HZD,city,Hazelwood,US-NC,UNLOCODE:2022-1
FR OCE,city,La Flocellière,FR-85,UNLOCODE:2022-1
DE 74V,city,Marklohe,DE-NI,UNLOCODE:2022-1
NO HOF,city,Hof,NO,UNLOCODE:2022-1
FR SDZ,city,Saint-Dizant-du-Gua,FR-17,UNLOCODE:2022-1
US GET,city,Gravette,US-AR,UNLOCODE:2022-1
FR YGA,city,Sancey-le-Grand,FR-25,UNLOCODE:2022-1
ES PEF,city,Pedrera,ES,UNLOCODE:2022-1
AU MBF,city,Mount Buffalo,AU-VIC,UNLOCODE:2022-1
US DVX,city,Dawsonville,US-GA,UNLOCODE:2022-1
MG ANM,city,Antalaha,MG,UNLOCODE:2022-1
IT LAA,city,Laterina,IT,UNLOCODE:2022-1
JP AKZ,city,Aika,JP-32,UNLOCODE:2022-1
BE ARE,city,Attre,BE-WHT,UNLOCODE:2022-1
DE ZIX,city,Wettringen,DE-NW,UNLOCODE:2022-1
ES ANV,city,As Neves,ES-PO,UNLOCODE:2022-1
US UTD,city,Fulton,US-TX,UNLOCODE:2022-1
DE RIN,city,Rinteln,DE-NI,UNLOCODE:2022-1
FR OUT,city,Lapoutroie,FR-68,UNLOCODE:2022-1
ES MED,city,El Medano,ES-GC,UNLOCODE:2022-1
IT LBA,city,Alba,IT-CN,UNLOCODE:2022-1
DE NHO,city,Neustadt in Holstein,DE-SH,UNLOCODE:2022-1
FR SZR,city,Saint-Dizier,FR-52,UNLOCODE:2022-1
AU FRY,city,Port Fairy,AU-VIC,UNLOCODE:2022-1
FR 6FL,city,Flêtre,FR-59,UNLOCODE:2022-1
US B2X,city,Box Elder,US-SD,UNLOCODE:2022-1
CA W2N,city,Wendover,CA-ON,UNLOCODE:2022-1
MY BGR,city,Bunga Raya,MY,UNLOCODE:2022-1
ES ALH,city,Albanchez,ES-AL,UNLOCODE:2022-1
BE HUX,city,Houx,BE-WNA,UNLOCODE:2022-1
BR RCV,city,Riacho dos Cavalos,BR-PB,UNLOCODE:2022-1
DE BMS,city,Bad Munster am Stein Ebernburg,DE-RP,UNLOCODE:2022-1
DE SM2,city,Schmedshagen,DE-MV,UNLOCODE:2022-1
US PS2,city,Posen,US-MI,UNLOCODE:2022-1
ES DAD,city,Almodóvar del Campo,ES-CR,UNLOCODE:2022-1
US H4U,city,Hudson,US-SD,UNLOCODE:2022-1
PL ZDU,city,Zdunska Wola,PL,UNLOCODE:2022-1
VU DLY,city,Dillon's Bay,VU-TAE,UNLOCODE:2022-1
HU HEV,city,Heves,HU-HE,UNLOCODE:2022-1
US DCO,city,Ducor,US-CA,UNLOCODE:2022-1
ES GHU,city,Higueruelas,ES-V,UNLOCODE:2022-1
AT BGT,city,Baumgartenberg,AT,UNLOCODE:2022-1
DE EFD,city,Ebensfeld,DE-BY,UNLOCODE:2022-1
ES BRL,city,Burela,ES,UNLOCODE:2022-1
NL RUY,city,de Ruyter,NL,UNLOCODE:2022-1
IT FXO,city,Fossò,IT-VE,UNLOCODE:2022-1
US ZXB,city,Saltsburg,US-PA,UNLOCODE:2022-1
AT SG4,city,Sankt Georgen an der Gusen,AT-4,UNLOCODE:2022-1
IE SAL,city,Salt Hill,IE-G,UNLOCODE:2022-1
FR WBY,city,Bayon,FR-33,UNLOCODE:2022-1
IQ DQR,city,Dhi Qar,IQ-MU,UNLOCODE:2022-1
AU HGH,city,Hughesdale,AU-VIC,UNLOCODE:2022-1
GB SVW,city,Seaview,GB-IOW,UNLOCODE:2022-1
IR BKM,city,Bandar Khomeini,IR-06,UNLOCODE:2022-1
IT RRN,city,Morena,IT-RM,UNLOCODE:2022-1
US XLP,city,Silsbee,US-TX,UNLOCODE:2022-1
US GJL,city,Gill,US-CO,UNLOCODE:2022-1
US KCH,city,Kincheloe,US-MI,UNLOCODE:2022-1
ZA PNT,city,Pinetown,ZA,UNLOCODE:2022-1
US HBV,city,Harrisonburg,US-VA,UNLOCODE:2022-1
GR AIG,city,Aigiali Amorgou,GR,UNLOCODE:2022-1
BA 4CA,city,Cazin,BA-BIH,UNLOCODE:2022-1
US TM9,city,Mumford,US-TX,UNLOCODE:2022-1
NO LAD,city,Langesund,NO,UNLOCODE:2022-1
CZ LCC,city,Lulec,CZ,UNLOCODE:2022-1
RU BEM,city,Belomorsk,RU,UNLOCODE:2022-1
IT MR4,city,Monrupino,IT-TS,UNLOCODE:2022-1
BE WZL,city,Wezel,BE-VAN,UNLOCODE:2022-1
IT ATN,city,Antegnate,IT-BG,UNLOCODE:2022-1
US GTP,city,Green Tree,US-PA,UNLOCODE:2022-1
DE ILM,city,Illesheim,DE-BY,UNLOCODE:2022-1
ES DOY,city,Domayo,ES,UNLOCODE:2022-1
IT SOV,city,Soave,IT,UNLOCODE:2022-1
DE 9AP,city,Andenhausen,DE-TH,UNLOCODE:2022-1
US NBF,city,Newberry,US-FL,UNLOCODE:2022-1
ID TZD,city,Amurang,ID-SA,UNLOCODE:2022-1
PT SJP,city,São João da Pesqueira,PT-18,UNLOCODE:2022-1
US A7Y,city,Albany,US-LA,UNLOCODE:2022-1
TR SMA,city,Soma,TR-45,UNLOCODE:2022-1
FR FDO,city,Fours,FR-33,UNLOCODE:2022-1
ES BB2,city,Barriobusto,ES-VI,UNLOCODE:2022-1
NO FOR,city,Forsand,NO-11,UNLOCODE:2022-1
ES TRC,city,Tres Cantos,ES-M,UNLOCODE:2022-1
BE VEA,city,Velaine-sur-Sambre,BE-WNA,UNLOCODE:2022-1
ES SAA,city,San Antonio,ES,UNLOCODE:2022-1
FR VDY,city,Ramonville-Saint-Agne,FR-31,UNLOCODE:2022-1
AT RKL,city,Rankweil,AT,UNLOCODE:2022-1
PL ZOC,city,Szczekociny,PL-24,UNLOCODE:2022-1
US S3S,city,Sears,US-MI,UNLOCODE:2022-1
ES CEG,city,Cisterniga,ES,UNLOCODE:2022-1
BR TOV,city,São Cristóvão do Sul,BR-SC,UNLOCODE:2022-1
PT MRT,city,Mortágua,PT-18,UNLOCODE:2022-1
US RYT,city,Cranberry Township,US-PA,UNLOCODE:2022-1
BR BNI,city,Baependi,BR-MG,UNLOCODE:2022-1
US MDW,city,Middleton,US-WI,UNLOCODE:2022-1
FR YCH,city,Scy-Chazelles,FR-57,UNLOCODE:2022-1
NE IMO,city,Imourarene,NE-1,UNLOCODE:2022-1
CA SRK,city,Saint-André,CA-NB,UNLOCODE:2022-1
FR HMA,city,Hattmatt,FR-67,UNLOCODE:2022-1
IN IXH,city,Kailashahar,IN,UNLOCODE:2022-1
US OQY,city,Oakley,US-CA,UNLOCODE:2022-1
US EGU,city,Edgemoor,US-DE,UNLOCODE:2022-1
ID MNA,city,Melonguanne,ID,UNLOCODE:2022-1
US VGT,city,Virginia City,US-VA,UNLOCODE:2022-1
US PBL,city,Pinebluff,US-NC,UNLOCODE:2022-1
GB RED,city,Red Bay,GB,UNLOCODE:2022-1
MK GDK,city,Gradsko,MK-102,UNLOCODE:2022-1
LK KTK,city,Katukurunda,LK,UNLOCODE:2022-1
ES ZGW,city,La Granada,ES-B,UNLOCODE:2022-1
IT PXC,city,Pognano,IT-BG,UNLOCODE:2022-1
FR DOF,city,Domfront,FR-61,UNLOCODE:2022-1
US QKS,city,Quicksburg,US-VA,UNLOCODE:2022-1
SE VGE,city,Vessigebro,SE-N,UNLOCODE:2022-1
ES VDP,city,Vilobí del Penedès,ES-B,UNLOCODE:2022-1
US BXF,city,Brentwood,US-CA,UNLOCODE:2022-1
CL MAE,city,María Elena,CL-AN,UNLOCODE:2022-1
FI HTO,city,Hartola/Paijat-Hame,FI-16,UNLOCODE:2022-1
UA ARM,city,Armyansk,UA-43,UNLOCODE:2022-1
BJ BOH,city,Bohicon,BJ,UNLOCODE:2022-1
JP NKO,city,Nanko,JP-27,UNLOCODE:2022-1
IT ZYC,city,Castelnuovo Vomano,IT-TE,UNLOCODE:2022-1
BR CAV,city,Casa Nova,BR-BA,UNLOCODE:2022-1
GB BDM,city,Bodmin,GB-CON,UNLOCODE:2022-1
US WYC,city,Wyalusing,US-PA,UNLOCODE:2022-1
GB ATP,city,Armthorpe,GB-DNC,UNLOCODE:2022-1
KR IDG,city,Ilsan-dong,KR-41,UNLOCODE:2022-1
ES SP3,city,Sant Pere de Torelló,ES-B,UNLOCODE:2022-1
FR AV2,city,Auros,FR-33,UNLOCODE:2022-1
US OCS,city,Lamar,US-IN,UNLOCODE:2022-1
NZ WKN,city,Waikanae,NZ-WGN,UNLOCODE:2022-1
