actor_id,type,name,is_part_of,datasource_id
US EP2,city,Elka Park,US-NY,UNLOCODE:2022-1
JP IKA,city,"Ikeda, Kagawa",JP-37,UNLOCODE:2022-1
DE NTB,city,Neutrebbin,DE-BB,UNLOCODE:2022-1
FR KGH,city,Kogenheim,FR-67,UNLOCODE:2022-1
PT OUT,city,Outeiro,PT-03,UNLOCODE:2022-1
CH BUT,city,Buttes,CH-NE,UNLOCODE:2022-1
BR YTR,city,Itamarati,BR-AM,UNLOCODE:2022-1
BR P3I,city,Petrobrás 31 FPSO,BR-RJ,UNLOCODE:2022-1
BE SSB,city,Solre-sur-Sambre,BE-WHT,UNLOCODE:2022-1
AU KLL,city,Maryknoll,AU-VIC,UNLOCODE:2022-1
DE RNU,city,Reichenau,DE-BW,UNLOCODE:2022-1
JP SDU,city,Sodegaura,JP-12,UNLOCODE:2022-1
FR YOZ,city,Vézannes,FR-89,UNLOCODE:2022-1
DE ZAW,city,Lilienthal,DE-SH,UNLOCODE:2022-1
CA ONP,city,Onaping,CA-ON,UNLOCODE:2022-1
DE GOW,city,Gützkow,DE-MV,UNLOCODE:2022-1
US BTN,city,Bennettsville,US-SC,UNLOCODE:2022-1
US TXW,city,Townsend,US-DE,UNLOCODE:2022-1
DE REO,city,Reesdorf,DE-SH,UNLOCODE:2022-1
US FVR,city,Fort Recovery,US-OH,UNLOCODE:2022-1
PH CGP,city,Calug Point/Zamboanga,PH,UNLOCODE:2022-1
ES SRQ,city,San Roque,ES,UNLOCODE:2022-1
US LZG,city,Leesburg,US-AL,UNLOCODE:2022-1
FR CMV,city,Caunes-Minervois,FR-11,UNLOCODE:2022-1
FR GQS,city,Gries,FR-67,UNLOCODE:2022-1
RU KGS,city,Kingisepp,RU,UNLOCODE:2022-1
DE DCH,city,Bacharach,DE-RP,UNLOCODE:2022-1
ES ZMH,city,El Tejar,ES-CO,UNLOCODE:2022-1
IN CUT,city,Cuttack,IN-OR,UNLOCODE:2022-1
CR PTC,city,Puerto Caldera,CR-P,UNLOCODE:2022-1
GB GTY,city,Great Yarmouth,GB-NFK,UNLOCODE:2022-1
ID KPL,city,Kampung Laut,ID-JA,UNLOCODE:2022-1
BR KOG,city,Corguinho,BR-MS,UNLOCODE:2022-1
FR RSA,city,Roquebrune-sur-Argens,FR-83,UNLOCODE:2022-1
UA RAR,city,Rava Ruskaya,UA,UNLOCODE:2022-1
US DV9,city,Danvers,US-MN,UNLOCODE:2022-1
FR RBO,city,Harbonnières,FR-80,UNLOCODE:2022-1
TH KSI,city,Ko Sichang,TH-20,UNLOCODE:2022-1
US 7OH,city,Lohman,US-MO,UNLOCODE:2022-1
PG TPI,city,Tapini,PG,UNLOCODE:2022-1
